Rank	Score	Penalty	Country	Name
5184	52	-56656341228	South Korea	jeongukjae
5248	52	-63774164923	South Korea	waitingTime
5306	52	-69941648606	South Korea	skeep194
5372	52	-75488465981	South Korea	tedkim
5399	52	-79183062878	South Korea	Amel_
5619	50	-34942995999	South Korea	janush
5628	50	-39365098750	South Korea	alanskye
5657	50	-48803675215	South Korea	codingbear_ko
5664	50	-50347207346	South Korea	Bangsu
5671	50	-51709784605	South Korea	Umgee
5746	50	-62050881668	South Korea	namgoi
5776	50	-66364984050	South Korea	포도빛향기에
5858	50	-75166094996	South Korea	bang_ingyu
5910	50	-80815151491	South Korea	wingskyer
6022	50	-96645898768	South Korea	rhfktj
6041	50	-104321436131	South Korea	alli07
6050	49	-6192075275	South Korea	Kimcoding
6074	49	-14076982069	South Korea	shmallow
6077	49	-14763005380	South Korea	Desertship02
6086	49	-16251909753	South Korea	kimnamu
6090	49	-16838174696	South Korea	yungkk87
6100	49	-19833618463	South Korea	mekind
6116	49	-25362800362	South Korea	gosookyunggo
6118	49	-25534760551	South Korea	deity
6135	49	-28913614558	South Korea	yooyou7
6152	49	-31029613192	South Korea	jwkim
6177	49	-34462156365	South Korea	juseong
6203	49	-37471113548	South Korea	WOOCHEOL
6214	49	-39318617723	South Korea	xxjjvxb
6224	49	-40570270584	South Korea	Fotone
6234	49	-41796717795	South Korea	kkamakk_Crow
6244	49	-43035755067	South Korea	MenOfPassion
6257	49	-44025323415	South Korea	tmil
6315	49	-50062703827	South Korea	yeorinim2sida
6327	49	-51176025457	South Korea	kk-kyj
6365	49	-53952571723	South Korea	forinti
6395	49	-55876607352	South Korea	Venusaur
6403	49	-56391277709	South Korea	hudang
6436	49	-57466001921	South Korea	yongcheol
6562	49	-61869402481	South Korea	mininny
6568	49	-62148224214	South Korea	seoburo
6634	49	-64171571120	South Korea	namwoong
6636	49	-64216330714	South Korea	hoppee
6682	49	-65193794621	South Korea	makesource
6766	49	-67119738343	South Korea	young116
6812	49	-68485051680	South Korea	fxpark@naver.com
6951	49	-72863662255	South Korea	joohoyo
7187	49	-80381208708	South Korea	hon9
7353	49	-90903370690	South Korea	jihun
7356	49	-91161381910	South Korea	JKJeong
7403	49	-94386111220	South Korea	amazingHG
7413	49	-94760225990	South Korea	hapoom
7435	49	-95826332556	South Korea	csjun
7459	49	-97051025749	South Korea	mookomin@gmail.com
7520	43	-12688640844	South Korea	ranga_target
7523	43	-13381325822	South Korea	sealhorse
7530	43	-14645431878	South Korea	ijleesw
7545	43	-17612920976	South Korea	dong_hyun
7624	43	-28505401412	South Korea	L0TUS
7640	43	-30560881537	South Korea	haramlee
7642	43	-30666903051	South Korea	sirius-mhlee
7677	43	-35042498908	South Korea	Sean617
7741	43	-40528421319	South Korea	Seongmok
7775	43	-43740211051	South Korea	danpark
7790	43	-44573739085	South Korea	bosslormak
7813	43	-46407945807	South Korea	Jongho
7839	43	-48249311216	South Korea	CharlieKim
7843	43	-48441917876	South Korea	ZoDii
7873	43	-50306977393	South Korea	sesang06
7885	43	-51525626554	South Korea	gojun077
7929	43	-53774617055	South Korea	praynne
7947	43	-54492198357	South Korea	BeanKim
7972	43	-55742409875	South Korea	Ackphill
8011	43	-57559751033	South Korea	elin
8047	43	-59357536221	South Korea	Brent.Shin
8083	43	-60598093899	South Korea	JJang
8113	43	-61594469647	South Korea	gs15120
8114	43	-61629222163	South Korea	lsh9034@kookmin.ac.kr
8211	43	-65739343835	South Korea	802.15.4z
8274	43	-68366929982	South Korea	jade_
8294	43	-69018357353	South Korea	0xF4D3C0D3
8305	43	-69275649056	South Korea	Lonelywolf
8351	43	-71028482978	South Korea	peridote
8407	43	-73431305375	South Korea	jam19
8512	43	-78079087164	South Korea	Taehun.Kim
8565	43	-80370375064	South Korea	seunggabi
8684	43	-85018516117	South Korea	tantara
8750	43	-87603903804	South Korea	Green_Jung
8792	43	-89447530036	South Korea	NewSun
8934	43	-96316585854	South Korea	baver
8963	43	-96979168446	South Korea	yskang
8986	43	-97476227971	South Korea	realcoke82@gmail.com
9014	42	-855860541	South Korea	shiftpsh
9023	42	-1332712603	South Korea	semteo04
9042	42	-1822903010	South Korea	nobe0716
9078	42	-2459219927	South Korea	Dr_Park
9087	42	-2539450553	South Korea	shw2495
9095	42	-2634859293	South Korea	jame0313
9100	42	-2746336908	South Korea	Jeongeum
9120	42	-2945301552	South Korea	gksrudtn99
9146	42	-3311725186	South Korea	kim_young_hyun
9177	42	-3632848960	South Korea	kyaryunha
9190	42	-3774128455	South Korea	SLM
9204	42	-3868342648	South Korea	dillon0108
9218	42	-4002543503	South Korea	zuun
9325	42	-5040792316	South Korea	quickn
9355	42	-5373124713	South Korea	zoomkoding
9403	42	-5879901018	South Korea	Sait2000
9432	42	-6089734917	South Korea	Jemm
9453	42	-6311049598	South Korea	limguswls
9465	42	-6441218636	South Korea	yhan
9486	42	-6625047132	South Korea	andrew0103
9541	42	-7162920735	South Korea	let.number
9584	42	-7627412485	South Korea	didgogns
9643	42	-8343475947	South Korea	S.Yoon
9661	42	-8558745916	South Korea	gunwookim
9708	42	-9126478931	South Korea	whiteedu
9715	42	-9217940492	South Korea	subinium
9725	42	-9315275576	South Korea	dawoon.choi
9734	42	-9381099974	South Korea	Orb_H
9756	42	-9637162292	South Korea	J
9768	42	-9862031176	South Korea	ke2ek
9815	42	-10290500344	South Korea	NamuTree
9839	42	-10622145828	South Korea	binary_mong
9857	42	-10861745837	South Korea	xtalclr
9877	42	-11155910992	South Korea	withham1
9886	42	-11227144837	South Korea	T0T3M_M4G1
9895	42	-11357835979	South Korea	wooks
9896	42	-11358603474	South Korea	stonejjun
9900	42	-11473362637	South Korea	zagabi
9908	42	-11533757712	South Korea	wellshs
9917	42	-11620744115	South Korea	parkjinhyuk
9929	42	-11741108816	South Korea	permesilo
9942	42	-11842441035	South Korea	hayman42
9962	42	-12118058196	South Korea	fuwhqv
9976	42	-12290997041	South Korea	Dogdriip
9981	42	-12334874412	South Korea	leedongbin
9985	42	-12407008282	South Korea	inesinesines
9991	42	-12449187178	South Korea	king7282
10018	42	-12691585532	South Korea	bluenak
10021	42	-12702854004	South Korea	soodo
10045	42	-12910962882	South Korea	koosaga
10056	42	-13048281047	South Korea	Bluesquanium
10063	42	-13080958836	South Korea	taeyang.kim
10085	42	-13261071125	South Korea	jongkk2
10092	42	-13311927384	South Korea	edenooo
10096	42	-13351399632	South Korea	hjk04abc
10099	42	-13369037977	South Korea	ingwang
10102	42	-13412714237	South Korea	ekal
10112	42	-13550514702	South Korea	jerrich
10117	42	-13650766778	South Korea	xmas1225
10128	42	-13725366070	South Korea	JourneyKang
10144	42	-13867866319	South Korea	sgmath12
10159	42	-14014813734	South Korea	LucasJang
10166	42	-14088134829	South Korea	luluCtrl4
10182	42	-14264025347	South Korea	raararaara
10183	42	-14266964077	South Korea	JasonHuh
10189	42	-14280863185	South Korea	azberjibiou
10197	42	-14388902285	South Korea	lazylife
10208	42	-14463234110	South Korea	Kusin
10222	42	-14557595149	South Korea	onjo0127
10235	42	-14693476267	South Korea	wasd222
10268	42	-15027461817	South Korea	유멍멍이
10275	42	-15091609376	South Korea	cseteram
10285	42	-15198191311	South Korea	xaordiuas
10301	42	-15396643340	South Korea	Andrewjjj
10324	42	-15684909023	South Korea	hsu2016
10339	42	-15809887875	South Korea	Namkyu
10347	42	-15859897661	South Korea	prkg7341@gmail.com
10349	42	-15864008052	South Korea	justiceHui
10350	42	-15890321076	South Korea	tadigrada
10352	42	-15904690219	South Korea	2ne1ugly
10353	42	-15938320301	South Korea	KiddyBoy
10355	42	-15967215512	South Korea	SYUREU
10358	42	-15996946208	South Korea	cheetose
10373	42	-16077685158	South Korea	seewoo5
10394	42	-16309529987	South Korea	imai0917
10416	42	-16527457960	South Korea	Taehyun
10444	42	-16712713513	South Korea	ekwoo
10467	42	-16933217411	South Korea	smjleo
10484	42	-17087739196	South Korea	GoodDayToCode
10487	42	-17145108335	South Korea	sys0927
10488	42	-17145359973	South Korea	FreshCoder
10503	42	-17303686541	South Korea	rein
10524	42	-17489981810	South Korea	ozt88
10591	42	-18187872262	South Korea	hellogaon
10599	42	-18273062104	South Korea	showx123
10601	42	-18294741592	South Korea	Eswasloc
10618	42	-18436603093	South Korea	Lazy_Ren
10621	42	-18476782104	South Korea	Clover820
10636	42	-18595886852	South Korea	surung9898
10648	42	-18700791894	South Korea	mayflower
10678	42	-18934393721	South Korea	kdh9949
10682	42	-18994057560	South Korea	myHan
10717	42	-19293155170	South Korea	Deok
10726	42	-19422122077	South Korea	Liberius
10742	42	-19615462265	South Korea	r0ya1je11y
10743	42	-19624004018	South Korea	minfe
10771	42	-19855727807	South Korea	Sulmae
10842	42	-20553245808	South Korea	silasj
10843	42	-20562825450	South Korea	sgc109
10849	42	-20597660211	South Korea	GGOSinon
10862	42	-20660643476	South Korea	Jinaria
10877	42	-20805119820	South Korea	GeTo
10880	42	-20824133084	South Korea	Retro3014
10890	42	-20937484580	South Korea	ozmig
10893	42	-20966127069	South Korea	sjKang
10899	42	-21001864383	South Korea	CheezeDonkatsu
10902	42	-21024977736	South Korea	NeutrinoAnt
10910	42	-21128113511	South Korea	Leinat
10924	42	-21221621837	South Korea	sinindra
10940	42	-21417788339	South Korea	QueenCurry
10983	42	-21733346282	South Korea	Mynesis
10985	42	-21741326964	South Korea	ISOP
10996	42	-21819935932	South Korea	maruoov
11021	42	-22043441163	South Korea	MinShin
11028	42	-22132697882	South Korea	HYEA
11029	42	-22144887383	South Korea	pse1202
11040	42	-22241374483	South Korea	WBN
11042	42	-22277053932	South Korea	babo
11050	42	-22323201031	South Korea	cs71107
11077	42	-22548784172	South Korea	__Joon
11095	42	-22750141047	South Korea	jhale
11106	42	-22866765395	South Korea	yongjun18
11119	42	-22951576125	South Korea	bkindtoevery1
11122	42	-22962140554	South Korea	hanbyulkim
11125	42	-22970483924	South Korea	wjdtkdgns
11126	42	-22977649079	South Korea	sanori
11157	42	-23175678263	South Korea	oridya
11162	42	-23286804255	South Korea	McDic
11183	42	-23427079547	South Korea	Heatz
11190	42	-23444696889	South Korea	LunarHY
11196	42	-23471511634	South Korea	jwpark1985
11199	42	-23508623553	South Korea	ekgnlqlem
11202	42	-23525976701	South Korea	izazu1725
11218	42	-23706623198	South Korea	platter
11235	42	-23750566450	South Korea	q8514199
11244	42	-23805195041	South Korea	Freetime
11256	42	-23852182563	South Korea	BoxJeon
11281	42	-24081598930	South Korea	ASRIG
11283	42	-24118745309	South Korea	hollal
11288	42	-24205096712	South Korea	willi19
11294	42	-24240616387	South Korea	SangwonLee
11306	42	-24377745227	South Korea	cprayer
11321	42	-24527037594	South Korea	Stp.Fox
11322	42	-24542929669	South Korea	powergee
11323	42	-24558370017	South Korea	hyoputer
11326	42	-24584298166	South Korea	master_of_aggro
11335	42	-24669772237	South Korea	emphasis10
11337	42	-24678411601	South Korea	CharleSE
11344	42	-24705334033	South Korea	vip7265
11348	42	-24765864582	South Korea	ManProposes&GodDisposes
11353	42	-24795791577	South Korea	Chakey
11361	42	-24859755420	South Korea	_dsstar
11369	42	-24927526121	South Korea	hyunjunshon
11399	42	-25157894889	South Korea	gratus907
11417	42	-25265710329	South Korea	ckebabo
11427	42	-25358273356	South Korea	pythonlover12345
11440	42	-25470408677	South Korea	bags8040
11443	42	-25501683964	South Korea	hopflink
11446	42	-25529901505	South Korea	ImTurtle
11450	42	-25566330325	South Korea	ksmail13
11491	42	-25824030782	South Korea	rkm0959
11527	42	-26148516299	South Korea	jwk
11545	42	-26305277498	South Korea	TAMREF
11546	42	-26307211348	South Korea	Chunism
11549	42	-26310613167	South Korea	most323
11555	42	-26371825966	South Korea	finalchild
11583	42	-26525875226	South Korea	threedalpeng
11589	42	-26548072148	South Korea	picosw
11612	42	-26719042069	South Korea	indosm
11626	42	-26808964207	South Korea	puduck
11629	42	-26839940804	South Korea	JJaewon
11651	42	-26967695510	South Korea	pch6828
11670	42	-27067631329	South Korea	junsh
11676	42	-27097673689	South Korea	TaeUnicef
11694	42	-27189130598	South Korea	SJ_AI
11703	42	-27263398421	South Korea	imeimi
11721	42	-27373204669	South Korea	rickmccoy
11740	42	-27462052541	South Korea	kajebiii
11742	42	-27466324257	South Korea	ezaurum
11752	42	-27530370295	South Korea	yajungi
11770	42	-27666416474	South Korea	bsyun0571
11775	42	-27696217371	South Korea	juney
11776	42	-27703312049	South Korea	GodHyum
11805	42	-27910584363	South Korea	PublicCoding
11820	42	-27970533393	South Korea	LeeYong
11821	42	-27982416213	South Korea	SmallDEvil
11852	42	-28225268398	South Korea	Reofard
11855	42	-28239203585	South Korea	kdjames0930
11906	42	-28547614905	South Korea	jhhope1
11924	42	-28668163968	South Korea	lsr
11932	42	-28721706677	South Korea	sbrus1213
11944	42	-28772016825	South Korea	korkis
11970	42	-28945177103	South Korea	Evaporation
12078	42	-29595764087	South Korea	hhaahh
12132	42	-29798409441	South Korea	lewha0
12144	42	-29863968885	South Korea	CoChang
12250	42	-30344120541	South Korea	Linflus.Kay
12270	42	-30428087182	South Korea	bluayer
12311	42	-30685028122	South Korea	sangw0804
12321	42	-30748121136	South Korea	justkj7
12365	42	-30947248720	South Korea	joonas
12432	42	-31335493070	South Korea	moonbing
12442	42	-31386605294	South Korea	Nyso
12464	42	-31494998869	South Korea	zhuny
12465	42	-31500384492	South Korea	lg8375
12475	42	-31592398957	South Korea	sejinik
12477	42	-31609192841	South Korea	soua
12522	42	-31774921532	South Korea	depthfirst
12528	42	-31819418365	South Korea	Round
12540	42	-31909300469	South Korea	ChungJustin
12560	42	-32025827746	South Korea	wj2dy
12589	42	-32217176046	South Korea	leejseo
12590	42	-32221921946	South Korea	scw0619
12599	42	-32259036140	South Korea	banje
12614	42	-32332894662	South Korea	nooooob
12635	42	-32461895580	South Korea	sungjune222
12669	42	-32686681672	South Korea	SUPERFLEX
12676	42	-32721020028	South Korea	heony
12751	42	-33139336664	South Korea	Jeemyeong
12752	42	-33142086560	South Korea	mikle
12832	42	-33526044210	South Korea	pag9710@naver.com
12837	42	-33544301618	South Korea	njw1204
12879	42	-33736937087	South Korea	jeehye
12923	42	-33997103301	South Korea	Tamguru
12964	42	-34156159591	South Korea	Pekaz
12980	42	-34216241641	South Korea	Mirali_Ahmadli
12994	42	-34301367057	South Korea	mathking1021
13016	42	-34400190791	South Korea	dy2
13021	42	-34408825511	South Korea	BByong
13043	42	-34555794179	South Korea	sue991
13073	42	-34766286373	South Korea	booknu
13079	42	-34824970284	South Korea	dlwocks31
13100	42	-34923859808	South Korea	storykim
13114	42	-35017440639	South Korea	lhs8928
13137	42	-35121761843	South Korea	Envil_Saintan
13147	42	-35181474826	South Korea	skt8776
13150	42	-35186832400	South Korea	calofmijuck
13155	42	-35205593239	South Korea	Kareus
13184	42	-35368123492	South Korea	wkd48632
13201	42	-35442150558	South Korea	cluelesscoder
13207	42	-35477873669	South Korea	lapi5
13235	42	-35598300250	South Korea	vanche
13238	42	-35617066809	South Korea	staphaniek
13426	42	-36484372205	South Korea	iopopoi
13442	42	-36537435727	South Korea	JJun
13465	42	-36627451877	South Korea	gumgood
13471	42	-36673995897	South Korea	OnionPringles
13488	42	-36794565576	South Korea	dicohy27
13513	42	-36929210332	South Korea	rabierre2
13546	42	-37121131755	South Korea	SebinKim
13561	42	-37196363467	South Korea	jyeon
13581	42	-37272344335	South Korea	enterkey
13589	42	-37299401497	South Korea	A16620
13608	42	-37414299893	South Korea	greenSnail
13619	42	-37446812540	South Korea	ggyool
13624	42	-37479591360	South Korea	JeongHeejae
13627	42	-37502363037	South Korea	wayway
13631	42	-37540790266	South Korea	CHOCO
13635	42	-37556485775	South Korea	minQZ
13682	42	-37825144326	South Korea	mydragon
13708	42	-37966049499	South Korea	DearStar
13745	42	-38138057227	South Korea	k_young_passionate
13822	42	-38457627296	South Korea	Neroren
13831	42	-38514624268	South Korea	Gosudesu
13856	42	-38632473263	South Korea	yonsweng
13900	42	-38825570214	South Korea	배민석
13949	42	-39039696530	South Korea	te06008
13962	42	-39104914802	South Korea	chw0501
13966	42	-39118844895	South Korea	tataky92
13969	42	-39127337468	South Korea	hygoni
13992	42	-39209974103	South Korea	Edgar.Kim
14000	42	-39245837796	South Korea	Hoeyeon
14054	42	-39501714517	South Korea	cj1007
14062	42	-39528915992	South Korea	queragion2726
14066	42	-39542103753	South Korea	jk6722
14071	42	-39560232570	South Korea	ThankGod
14078	42	-39600194859	South Korea	ultrahee
14160	42	-39947151614	South Korea	gobaby
14196	42	-40095771684	South Korea	Rebel_lion
14208	42	-40134247585	South Korea	HanGG
14236	42	-40233436124	South Korea	kangtaku
14296	42	-40539597469	South Korea	xoft
14307	42	-40580112222	South Korea	JD_1
14362	42	-40913269914	South Korea	nh_newbie
14380	42	-40993455430	South Korea	leesiwon
14387	42	-41012857255	South Korea	Wanzi
14461	42	-41284325672	South Korea	CrazYoung
14494	42	-41412447435	South Korea	albus.star
14525	42	-41567185821	South Korea	ileixe
14568	42	-41790040906	South Korea	c4big2
14668	42	-42323340788	South Korea	Inhak
14731	42	-42542057220	South Korea	normalboot
14747	42	-42585335396	South Korea	GyojunYoun
14750	42	-42605651025	South Korea	marshall.y
14755	42	-42627407816	South Korea	5123khw
14759	42	-42653425822	South Korea	kalmiaa
14763	42	-42670349759	South Korea	farssam
14768	42	-42693983565	South Korea	azurelysium
14781	42	-42736374289	South Korea	dy2000
14844	42	-43033338490	South Korea	sanghunkang
14845	42	-43035820276	South Korea	Greimul
14907	42	-43302599787	South Korea	BJ25
14943	42	-43515916106	South Korea	woolim
15000	42	-43820841123	South Korea	b1ackhand
15002	42	-43820841123	South Korea	b1ackhand
15031	42	-43971967220	South Korea	spectaclehong
15040	42	-44003045713	South Korea	kyleahn
15050	42	-44079041777	South Korea	jaehaaheaj
15075	42	-44186970459	South Korea	kde713
15080	42	-44203881342	South Korea	bmy4415
15123	42	-44415499042	South Korea	ZOOOMG
15145	42	-44469954501	South Korea	yong30
15210	42	-44778790161	South Korea	recycle
15277	42	-45107491509	South Korea	GomBu
15312	42	-45245937507	South Korea	말랭몬
15362	42	-45475171321	South Korea	Traiotrs
15487	42	-45925992395	South Korea	sungyz
15493	42	-45960884144	South Korea	jrhee17
15558	42	-46269400746	South Korea	yujeong
15675	42	-46819314172	South Korea	guzus
15714	42	-46983809537	South Korea	leecs0503
15773	42	-47241472205	South Korea	sbaik2
15814	42	-47436519440	South Korea	SeoungJin
15854	42	-47607723051	South Korea	ASIXER
15855	42	-47619369275	South Korea	j30ng
15880	42	-47726473492	South Korea	BEEPMan
15890	42	-47760499209	South Korea	ozone-oh
15897	42	-47790535380	South Korea	lesenic
15919	42	-47886837537	South Korea	jsense
16049	42	-48499123179	South Korea	PineHill
16052	42	-48508063811	South Korea	Angk
16098	42	-48681490335	South Korea	du0san
16107	42	-48711306106	South Korea	david1403
16120	42	-48762463463	South Korea	Ugongjae
16154	42	-48884560433	South Korea	cheshirelee
16281	42	-49408944416	South Korea	GodTe
16288	42	-49427878398	South Korea	yeonh2e
16351	42	-49744245066	South Korea	chucky6413
16356	42	-49761006151	South Korea	evmoon
16378	42	-49831923649	South Korea	voidlife
16385	42	-49865046626	South Korea	al
16395	42	-49899947541	South Korea	ONSEMIRO
16414	42	-49972504227	South Korea	hyeonseop
16426	42	-50027457950	South Korea	sionYami
16440	42	-50081530156	South Korea	lastknight00
16542	42	-50537207523	South Korea	baactree
16557	42	-50591982821	South Korea	grace0068
16724	42	-51286532807	South Korea	adgdsda
16731	42	-51338885282	South Korea	ricci.yoo
16801	42	-51636476700	South Korea	MYUNBIN
16804	42	-51655510422	South Korea	barca264
16827	42	-51741913028	South Korea	Waterbear
16836	42	-51784454928	South Korea	dundae
16907	42	-52099900455	South Korea	jiyeon
16977	42	-52387519096	South Korea	hamster
17000	42	-52484256037	South Korea	Yoonjae
17039	42	-52680730525	South Korea	uja
17129	42	-53070301382	South Korea	coolutony
17135	42	-53118671639	South Korea	checkcheck
17147	42	-53177133962	South Korea	BaaaaaaaaaaaaaaaaaaaaarkingDog
17180	42	-53355627235	South Korea	Kvds
17196	42	-53411549053	South Korea	recoprin
17231	42	-53526188320	South Korea	Sardine
17239	42	-53554364234	South Korea	SuminKim
17323	42	-53842617490	South Korea	Hacknowlodgy
17380	42	-54103454961	South Korea	Astein
17455	42	-54357300638	South Korea	mimseong
17524	42	-54567977979	South Korea	str0ct
17526	42	-54569852240	South Korea	Plut0_ks
17585	42	-54785408937	South Korea	inclue
17643	42	-54968647621	South Korea	AnnaJeong
17653	42	-55008954357	South Korea	AniminA
17698	42	-55218536922	South Korea	stym
17700	42	-55237781164	South Korea	Rikal
17718	42	-55301469490	South Korea	_nannacode
17792	42	-55553292602	South Korea	s.on-lee
17797	42	-55590971712	South Korea	shinism
17808	42	-55639238763	South Korea	maruii
17817	42	-55678496335	South Korea	mrx-sh
17866	42	-55855174363	South Korea	hyida
17893	42	-55940283947	South Korea	adman
17915	42	-56015865176	South Korea	JeongNi
17925	42	-56063973474	South Korea	Hsi
17951	42	-56153483019	South Korea	loginfo
17980	42	-56296154172	South Korea	taehyeok-jang
18117	42	-56745443404	South Korea	ijna
18139	42	-56813377801	South Korea	nogada
18159	42	-56877809631	South Korea	ilover3
18178	42	-56939795424	South Korea	mamoru
18179	42	-56942068080	South Korea	jungnoh
18184	42	-56949042727	South Korea	Heyhue
18208	42	-57037870076	South Korea	gyannee
